Date,Open,High,Low,End,Amount
2024111100:09:25,14995,14995,14985,14990,140231450
2024111100:09:26,14990,14995,14985,14990,204748410
2024111100:09:27,14990,14995,14990,14990,76344070
2024111100:09:28,14990,14995,14990,14995,227744060
2024111100:09:29,14995,14995,14985,14990,90254790
2024111100:09:30,14985,14990,14985,14990,108422670
2024111100:09:31,14990,14995,14980,14995,270374845
2024111100:09:32,14990,14990,14980,14985,376108515
2024111100:09:33,14985,14990,14980,14985,44640315
2024111100:09:34,14985,14990,14980,14985,96967935
2024111100:09:35,14985,14990,14980,14985,152787060
2024111100:09:36,14985,14985,14975,14980,146878900
2024111100:09:37,14980,14985,14975,14980,146234760
2024111100:09:38,14980,14980,14975,14980,49194320
2024111100:09:39,14975,14980,14970,14975,378912425
2024111100:09:40,14970,14975,14970,14975,53505675
2024111100:09:41,14975,14980,14975,14980,101923920
2024111100:09:42,14980,14985,14975,14985,234844920
2024111100:09:43,14980,14985,14975,14980,163776340
2024111100:09:44,14980,14980,14970,14970,275522850
2024111100:09:45,14975,14975,14965,14965,175105465
2024111100:09:46,14970,14975,14970,14975,57683700
2024111100:09:47,14975,14980,14975,14980,128438520
2024111100:09:48,14980,14980,14975,14980,41509580
2024111100:09:49,14980,14980,14970,14980,121502780
2024111100:09:50,14980,14980,14980,14980,41569500
2024111100:09:51,14975,15015,14975,15015,355044690
2024111100:09:52,15010,15015,15005,15005,169721555
2024111100:09:53,15010,15015,15010,15015,146156010
2024111100:09:54,15015,15020,15010,15015,137116980
2024111100:09:55,15015,15020,15015,15020,65096680
2024111100:09:56,15020,15020,15015,15015,283077795
2024111100:09:57,15015,15020,15010,15015,99984885
2024111100:09:58,15015,15015,15005,15005,363000960
2024111100:09:59,15010,15010,15000,15005,84988320
2024111100:10:00,15005,15010,15000,15005,256615510
2024111100:10:01,15005,15005,14995,14995,120769730
2024111100:10:02,14995,14995,14990,14990,228957260
2024111100:10:03,14995,15010,14995,15010,126264120
2024111100:10:04,15010,15030,15010,15030,241592220
2024111100:10:05,15030,15030,15025,15030,382077630
2024111100:10:06,15030,15030,15025,15030,120059640
2024111100:10:07,15030,15045,15025,15045,282861045
2024111100:10:08,15045,15060,15045,15060,76007820
2024111100:10:09,15060,15100,15060,15100,272902300
2024111100:10:10,15100,15260,15100,15255,439221960
2024111100:10:11,15260,15305,15210,15275,392979925
2024111100:10:12,15275,15275,15225,15235,282136965
2024111100:10:13,15240,15250,15235,15250,92323500
2024111100:10:14,15250,15255,15245,15255,319134600
2024111100:10:15,15255,15265,15255,15260,203843080
2024111100:10:16,15260,15260,15255,15255,196377615
2024111100:10:17,15260,15260,15255,15260,41888700
2024111100:10:18,15255,15255,15245,15250,324169250
2024111100:10:19,15245,15255,15245,15255,75756330
2024111100:10:20,15255,15255,15245,15250,96288500
2024111100:10:21,15255,15255,15245,15250,43310000
2024111100:10:22,15250,15255,15245,15250,193080250
2024111100:10:23,15250,15250,15240,15245,242730890
2024111100:10:24,15245,15245,15240,15245,171719680
2024111100:10:25,15245,15245,15235,15240,99547680
2024111100:10:26,15235,15235,15210,15220,306485140
2024111100:10:27,15220,15265,15215,15265,781980155
2024111100:10:28,15265,15275,15265,15275,420765150
2024111100:10:29,15275,15275,15270,15275,313061125
2024111100:10:30,15275,15275,15265,15275,430418950
2024111100:10:31,15275,15315,15275,15315,1088835240
2024111100:10:32,15315,15330,15315,15330,261606450
2024111100:10:33,15330,15330,15320,15320,313968080
2024111100:10:34,15325,15335,15320,15335,106317555
2024111100:10:35,15335,15495,15335,15495,200350350
2024111100:10:36,15495,16000,15435,15445,209279750
2024111100:10:37,15480,15480,15445,15480,430792920
2024111100:10:38,15475,15485,15470,15485,195560065
2024111100:10:39,15480,15485,15475,15480,201270960
2024111100:10:40,15480,15480,15475,15480,248887440
2024111100:10:41,15480,15480,15470,15475,125285600
2024111100:10:42,15470,15475,15460,15470,400905050
2024111100:10:43,15470,15475,15465,15475,56034975
2024111100:10:44,15470,15475,15465,15475,94304650
2024111100:10:45,15475,15485,15475,15485,219236630
2024111100:10:46,15480,15485,15480,15480,127555200
2024111100:10:47,15480,15485,15470,15470,242956350
2024111100:10:48,15470,15475,15470,15470,27320020
2024111100:10:49,15475,15475,15465,15470,305346860
2024111100:10:50,15470,15480,15470,15475,166232450
2024111100:10:51,15475,15480,15475,15475,85855300
2024111100:10:52,15480,15480,15465,15470,439270650
2024111100:10:53,15470,15475,15465,15470,453240060
2024111100:10:54,15470,15475,15465,15470,106835820
2024111100:10:55,15470,15475,15465,15470,203801780
2024111100:10:56,15465,15470,15465,15465,114781230
2024111100:10:57,15470,15470,15465,15470,112528780
2024111100:10:58,15465,15470,15465,15470,214460610
2024111100:10:59,15470,15475,15465,15465,374809740
2024111100:11:00,15475,15475,15465,15470,87761310
2024111100:11:01,15470,15470,15465,15470,92510600
2024111100:11:02,15470,15470,15465,15470,325179400
2024111100:11:03,15465,15475,15465,15465,373866375
2024111100:11:04,15460,15465,15460,15465,140484060
2024111100:11:05,15465,15470,15460,15465,62756970
2024111100:11:06,15465,15480,15465,15475,98204350
2024111100:11:07,15480,15480,15475,15475,111884250
2024111100:11:08,15475,15485,15470,15485,66523560
2024111100:11:09,15485,15485,15475,15480,136750320
2024111100:11:10,15480,15480,15475,15480,34272720
2024111100:11:11,15480,15480,15475,15480,36393480
2024111100:11:12,15480,15495,15475,15485,80057450
2024111100:11:13,15490,15490,15480,15485,123787090
2024111100:11:14,15490,15490,15480,15485,85848840
2024111100:11:15,15480,15490,15480,15490,147836560
2024111100:11:16,15490,15490,15480,15480,54768240
2024111100:11:17,15485,15490,15485,15485,170969885
2024111100:11:18,15490,15490,15485,15485,29591835
2024111100:11:19,15485,15490,15480,15485,325494700
2024111100:11:20,15485,15495,15485,15490,153629820
2024111100:11:21,15490,15495,15485,15490,81880140
2024111100:11:22,15485,15495,15485,15495,43478970
2024111100:11:23,15495,15500,15485,15495,82851765
2024111100:11:24,15495,15500,15490,15500,10090500
2024111100:11:25,15495,15500,15495,15500,212443000
2024111100:11:26,15500,15510,15500,15505,53678310
2024111100:11:27,15510,15515,15505,15515,130248425
2024111100:11:28,15515,15515,15505,15510,84529500
2024111100:11:29,15510,15515,15505,15510,120295560
2024111100:11:30,15510,15515,15510,15515,16632080
2024111100:11:31,15515,15515,15510,15515,29276805
2024111100:11:32,15515,15515,15505,15510,128469330
2024111100:11:33,15510,15510,15505,15505,160926395
2024111100:11:34,15505,15510,15505,15510,47724270
2024111100:11:35,15505,15510,15500,15510,100442760
2024111100:11:36,15510,15510,15505,15510,43474530
2024111100:11:37,15510,15510,15505,15505,37832200
2024111100:11:38,15510,15510,15500,15505,50127665
2024111100:11:39,15500,15505,15495,15500,159123000
2024111100:11:40,15500,15500,15495,15500,28411500
2024111100:11:41,15500,15500,15500,15500,59458000
2024111100:11:42,15500,15510,15500,15510,15478980
2024111100:11:43,15510,15510,15505,15510,23032350
2024111100:11:44,15510,15515,15510,15510,70260300
2024111100:11:45,15510,15515,15510,15515,47072510
2024111100:11:46,15515,15515,15510,15510,33811800
2024111100:11:47,15515,15515,15510,15510,20426670
2024111100:11:48,15515,15515,15510,15515,229435820
2024111100:11:49,15515,15515,15505,15510,20985030
2024111100:11:50,15510,15510,15505,15510,22939290
2024111100:11:51,15510,15510,15505,15505,37878715
2024111100:11:52,15505,15510,15505,15510,23202960
2024111100:11:53,15510,15510,15505,15510,52532370
2024111100:11:54,15510,15510,15505,15510,69314190
2024111100:11:55,15505,15510,15505,15505,40250980
2024111100:11:56,15510,15510,15505,15510,30988980
2024111100:11:57,15510,15515,15510,15510,28321260
2024111100:11:58,15515,15515,15510,15510,114960120
2024111100:11:59,15510,15515,15510,15515,19673020
2024111100:12:00,15515,15515,15510,15515,18230125
2024111100:12:01,15515,15515,15510,15510,25482930
2024111100:12:02,15515,15515,15515,15515,38678895
2024111100:12:03,15515,15515,15510,15515,45846825
2024111100:12:04,15515,15515,15505,15510,181482510
2024111100:12:05,15505,15510,15505,15510,24474780
2024111100:12:06,15510,15510,15505,15510,94006110
2024111100:12:07,15510,15510,15510,15510,80419350
2024111100:12:08,15510,15515,15510,15515,40370030
2024111100:12:09,15515,15515,15510,15515,26359985
2024111100:12:10,15515,15515,15515,15515,37173940
2024111100:12:11,15510,15515,15510,15510,56099670
2024111100:12:12,15510,15510,15505,15510,53462970
2024111100:12:13,15510,15510,15510,15510,29081250
2024111100:12:14,15510,15515,15505,15515,66962740
2024111100:12:15,15515,15520,15515,15520,100802400
2024111100:12:16,15520,15520,15515,15520,104387520
2024111100:12:17,15520,15520,15510,15520,19182720
2024111100:12:18,15520,15520,15515,15520,15395840
2024111100:12:19,15520,15520,15515,15515,71818935
2024111100:12:20,15520,15520,15515,15520,33864640
2024111100:12:21,15520,15520,15515,15520,95199680
2024111100:12:22,15520,15525,15520,15525,101983725
2024111100:12:23,15525,15530,15520,15525,310251600
2024111100:12:24,15525,15530,15525,15530,159772640
2024111100:12:25,15530,15535,15530,15535,84122025
2024111100:12:26,15530,15535,15530,15535,33928440
2024111100:12:27,15535,15555,15530,15555,46260570
2024111100:12:28,15555,15600,15555,15600,59560800
2024111100:12:29,15600,15620,15595,15620,94344800
2024111100:12:30,15620,15620,15615,15620,62636200
2024111100:12:31,15620,15620,15610,15615,85320360
2024111100:12:32,15615,15620,15615,15620,276833260
2024111100:12:33,15620,15620,15615,15620,96656560
2024111100:12:34,15620,15620,15615,15620,106762700
2024111100:12:35,15620,15620,15610,15620,129349220
2024111100:12:36,15620,15620,15610,15620,247998740
2024111100:12:37,15615,15620,15615,15615,53512605
2024111100:12:38,15615,15620,15610,15615,94876740
2024111100:12:39,15615,15620,15610,15620,50608800
2024111100:12:40,15620,15620,15615,15615,49218480
2024111100:12:41,15620,15620,15615,15615,83540250
2024111100:12:42,15615,15620,15610,15615,36117495
2024111100:12:43,15615,15620,15615,15615,144985275
2024111100:12:44,15615,15615,15610,15615,55870470
2024111100:12:45,15615,15615,15610,15615,73281195
2024111100:12:46,15615,15615,15610,15615,51139125
2024111100:12:47,15615,15615,15610,15610,121492630
2024111100:12:48,15615,15615,15610,15615,57978495
2024111100:12:49,15615,15620,15610,15615,46517085
2024111100:12:50,15615,15615,15610,15615,29262510
2024111100:12:51,15610,15615,15610,15615,83680785
2024111100:12:52,15615,15620,15610,15615,85648275
2024111100:12:53,15615,15640,15615,15635,206772875
2024111100:12:54,15630,15630,15630,15630,23538780
2024111100:12:55,15635,15650,15635,15645,68446875
2024111100:12:56,15645,15650,15645,15645,56509740
2024111100:12:57,15645,15655,15645,15655,132801365
2024111100:12:58,15650,15655,15645,15650,236753200
2024111100:12:59,15650,15655,15645,15655,186811115
2024111100:13:00,15650,15655,15645,15650,249335800
2024111100:13:01,15645,15655,15645,15655,217557535
2024111100:13:02,15650,15655,15645,15645,150614415
2024111100:13:03,15650,15670,15650,15670,247977750
2024111100:13:04,15665,15670,15665,15670,121646210
2024111100:13:05,15670,15670,15665,15670,75090640
2024111100:13:06,15665,15675,15665,15665,138807565
2024111100:13:07,15670,15675,15665,15670,115331200
2024111100:13:08,15670,15675,15665,15670,129465540
2024111100:13:09,15670,15670,15665,15670,75654760
2024111100:13:10,15670,15675,15665,15670,79086490
2024111100:13:11,15670,15670,15665,15670,417715190
2024111100:13:12,15665,15670,15665,15670,40099530
2024111100:13:13,15670,15670,15665,15670,57524570
2024111100:13:14,15670,15670,15665,15665,16166280
2024111100:13:15,15670,15670,15665,15670,203020520
2024111100:13:16,15670,15670,15665,15670,107511870
2024111100:13:17,15670,15670,15665,15670,48075560
2024111100:13:18,15670,15670,15670,15670,92703720
2024111100:13:19,15670,15670,15665,15670,62053200
2024111100:13:20,15665,15670,15665,15670,142126900
2024111100:13:21,15670,15675,15665,15675,223541175
2024111100:13:22,15675,15675,15670,15675,52793400
2024111100:13:23,15675,15675,15670,15675,92843025
2024111100:13:24,15675,15680,15675,15675,120681825
2024111100:13:25,15675,15680,15675,15675,66493350
2024111100:13:26,15680,15680,15675,15680,25887680
2024111100:13:27,15680,15680,15675,15680,176917440
2024111100:13:28,15680,15680,15675,15675,197238525
2024111100:13:29,15675,15675,15670,15670,50112660
2024111100:13:30,15675,15680,15670,15680,47682880
2024111100:13:31,15680,15680,15675,15680,115216640
2024111100:13:32,15675,15675,15670,15675,286366575
2024111100:13:33,15675,15675,15665,15665,285604280
2024111100:13:34,15670,15675,15670,15675,105053850
2024111100:13:35,15675,15675,15655,15655,544747035
2024111100:13:36,15660,15665,15655,15660,181201860
2024111100:13:37,15665,15665,15655,15660,214745580
2024111100:13:38,15660,15665,15655,15665,128969945
2024111100:13:39,15665,15665,15660,15665,96935020
2024111100:13:40,15665,15665,15660,15660,252987300
2024111100:13:41,15660,15665,15645,15645,320331375
2024111100:13:42,15650,15655,15645,15650,195859750
2024111100:13:43,15650,15650,15645,15645,120091020
2024111100:13:44,15650,15655,15650,15655,91284305
2024111100:13:45,15655,15655,15650,15655,104215335
2024111100:13:46,15655,15655,15645,15650,158362350
2024111100:13:47,15650,15655,15650,15650,117954050
2024111100:13:48,15655,15655,15645,15645,21558810
2024111100:13:49,15645,15650,15645,15645,102130560
2024111100:13:50,15650,15650,15635,15635,185696895
2024111100:13:51,15630,15635,15630,15630,387624000
2024111100:13:52,15630,15635,15630,15630,108081450
2024111100:13:53,15630,15640,15630,15640,91056080
2024111100:13:54,15635,15635,15630,15635,99172805
2024111100:13:55,15635,15635,15630,15635,106349270
2024111100:13:56,15635,15635,15630,15635,112822160
2024111100:13:57,15635,15635,15570,15575,473308675
2024111100:13:58,15570,15575,15570,15570,328371300
2024111100:13:59,15575,15575,15570,15575,164736775
2024111100:14:00,15575,15575,15565,15570,200323620
2024111100:14:01,15575,15575,15570,15575,239247575
2024111100:14:02,15570,15580,15555,15555,217661115
2024111100:14:03,15555,15555,15550,15550,156946150
2024111100:14:04,15550,15560,15550,15560,140257840
2024111100:14:05,15555,15555,15530,15550,224899650
2024111100:14:06,15550,15550,15540,15545,96814260
2024111100:14:07,15540,15545,15540,15545,118515080
2024111100:14:08,15545,15545,15540,15540,187334700
2024111100:14:09,15540,15550,15540,15540,191110920
2024111100:14:10,15540,15545,15520,15525,37182375
2024111100:14:11,15520,15525,15515,15520,133378880
2024111100:14:12,15520,15525,15515,15525,131217300
2024111100:14:13,15520,15525,15520,15520,202427360
2024111100:14:14,15520,15520,15515,15515,244593975
2024111100:14:15,15520,15520,15495,15495,300479040
2024111100:14:16,15495,15500,15495,15500,178482500
2024111100:14:17,15500,15500,15495,15500,132618000
2024111100:14:18,15495,15500,15490,15490,145001890
2024111100:14:19,15495,15500,15490,15495,113903745
2024111100:14:20,15495,15495,15490,15495,109441185
2024111100:14:21,15495,15495,15465,15470,357155890
2024111100:14:22,15475,15475,15470,15475,114576900
2024111100:14:23,15475,15475,15470,15470,114555350
2024111100:14:24,15475,15475,15470,15470,103741820
2024111100:14:25,15470,15475,15470,15475,137418000
2024111100:14:26,15475,15475,15470,15475,161791125
2024111100:14:27,15475,15475,15465,15470,193839100
2024111100:14:28,15470,15475,15465,15475,133936125
2024111100:14:29,15475,15480,15470,15475,441052975
2024111100:14:30,15475,15475,15470,15470,166410790
2024111100:14:31,15470,15475,15470,15470,201697860
2024111100:14:32,15470,15480,15470,15480,39535920
2024111100:14:33,15475,15480,15470,15470,211320200
2024111100:14:34,15470,15475,15470,15475,211713475
2024111100:14:35,15470,15475,15470,15475,131692250
2024111100:14:36,15475,15475,15455,15460,393503380
2024111100:14:37,15460,15465,15455,15460,115501660
2024111100:14:38,15460,15460,15455,15455,104475800
2024111100:14:39,15455,15460,15455,15460,111945860
2024111100:14:40,15455,15465,15455,15460,246308720
2024111100:14:41,15460,15460,15450,15460,198939280
2024111100:14:42,15460,15460,15455,15455,103471225
2024111100:14:43,15455,15460,15455,15460,112610640
2024111100:14:44,15460,15460,15455,15460,130049520
2024111100:14:45,15460,15465,15460,15465,129457515
2024111100:14:46,15460,15465,15460,15460,114295780
2024111100:14:47,15460,15465,15455,15460,151260640
2024111100:14:48,15460,15465,15455,15460,88245680
2024111100:14:49,15460,15460,15450,15460,114264860
2024111100:14:50,15460,15460,15455,15455,125510055
2024111100:14:51,15460,15460,15455,15455,89345355
2024111100:14:52,15455,15460,15455,15460,153919760
2024111100:14:53,15455,15460,15455,15460,89652540
2024111100:14:54,15460,15460,15455,15455,251375575
2024111100:14:55,15455,15465,15455,15465,547043445
2024111100:14:56,15460,15465,15455,15460,496544280
2024111100:14:57,15460,15465,15460,15465,442793880
2024111100:14:58,15460,15465,15450,15450,593449950
2024111100:14:59,15450,15455,15450,15450,528544500
2024111100:15:00,15450,15455,15445,15445,454391900
2024111100:15:01,15445,15455,15420,15420,833343060
2024111100:15:02,15415,15420,15370,15375,612463125
2024111100:15:03,15375,15380,15370,15370,523994040
2024111100:15:04,15370,15375,15365,15370,642343040
2024111100:15:05,15370,15370,15350,15355,620603035
2024111100:15:06,15350,15355,15350,15355,424289360
2024111100:15:07,15355,15355,15325,15335,595933435
2024111100:15:08,15330,15330,15325,15330,777920850
2024111100:15:09,15330,15330,15325,15330,451483830
2024111100:15:10,15330,15335,15325,15330,625893240
2024111100:15:11,15330,15335,15330,15335,605057760
2024111100:15:12,15330,15330,15315,15320,555457240
2024111100:15:13,15315,15320,15315,15315,552029175
2024111100:15:14,15315,15325,15315,15320,599854600
2024111100:15:15,15325,15325,15320,15320,1560142840
2024111100:15:16,15315,15380,15315,15380,563077180
2024111100:15:17,15380,15420,15380,15415,370514940
2024111100:15:18,15420,15465,15420,15465,120642465
2024111100:15:19,15465,15540,15465,15540,439750920
2024111100:15:20,15540,15600,15535,15600,1440160800
2024111100:15:30,15600,15600,15600,15600,566701200
2024111200:09:01,16950,16955,16655,16885,1584437745
2024111200:09:02,16730,16900,16670,16840,1000110760
2024111200:09:03,16840,16840,16795,16795,634951770
2024111200:09:04,16795,16800,16750,16760,371619480
2024111200:09:05,16755,16770,16745,16765,524526555
2024111200:09:06,16760,16770,16760,16765,645268085
2024111200:09:07,16770,16790,16765,16790,316743350
2024111200:09:08,16790,16810,16785,16810,763728730
2024111200:09:09,16805,16810,16800,16810,758988310
2024111200:09:10,16810,16840,16805,16840,333583560
2024111200:09:11,16840,16870,16840,16865,696001685
2024111200:09:12,16870,16875,16865,16870,446413940
2024111200:09:13,16875,16890,16865,16880,276595680
2024111200:09:14,16885,16935,16880,16930,244587710
2024111200:09:15,16935,16970,16935,16970,845716920
2024111200:09:16,16970,17105,16970,17100,856829700
2024111200:09:17,17100,17260,17095,17250,718100250
2024111200:09:18,17250,17260,17220,17250,683272500
2024111200:09:19,17245,17250,17200,17205,593417655
2024111200:09:20,17205,17205,17185,17185,475526135
2024111200:09:21,17185,17190,17100,17100,482356800
2024111200:09:22,17100,17105,17000,17010,233683380
2024111200:09:23,17005,17075,17000,17050,285468150
2024111200:09:24,17050,17140,17050,17125,287494500
2024111200:09:25,17120,17205,17120,17205,393357915
2024111200:09:26,17210,17220,17200,17220,521197740
2024111200:09:27,17220,17230,17190,17205,424498965
2024111200:09:28,17205,17205,17160,17160,337811760
2024111200:09:29,17170,17175,17110,17120,180461920
2024111200:09:30,17120,17120,17105,17115,243289725
2024111200:09:31,17115,17115,17105,17110,138009260
2024111200:09:32,17105,17140,17105,17125,124310375
2024111200:09:33,17140,17170,17140,17170,342369800
2024111200:09:34,17170,17175,17160,17170,231279900
2024111200:09:35,17170,17180,17170,17180,206228720
2024111200:09:36,17180,17185,17175,17185,252172690
2024111200:09:37,17180,17185,17175,17180,281391220
2024111200:09:38,17180,17185,17175,17180,122785460
2024111200:09:39,17180,17185,17175,17180,119297920
2024111200:09:40,17180,17185,17175,17180,244419860
2024111200:09:41,17180,17180,17170,17170,188784150
2024111200:09:42,17175,17175,17165,17170,103277550
2024111200:09:43,17170,17175,17155,17175,153046425
2024111200:09:44,17170,17175,17165,17175,202458900
2024111200:09:45,17180,17190,17175,17185,775438755
2024111200:09:46,17190,17190,17170,17175,225353175
2024111200:09:47,17175,17175,17170,17175,316432200
2024111200:09:48,17175,17185,17170,17175,201565800
2024111200:09:49,17175,17180,17175,17180,148383660
2024111200:09:50,17180,17185,17175,17185,308917560
2024111200:09:51,17185,17185,17180,17180,232101800
2024111200:09:52,17185,17190,17180,17190,103157190
2024111200:09:53,17190,17200,17190,17200,183059600
2024111200:09:54,17200,17200,17195,17200,221054400
2024111200:09:55,17205,17215,17200,17215,121176385
2024111200:09:56,17215,17230,17215,17230,114510580
2024111200:09:57,17225,17230,17225,17225,173094025
2024111200:09:58,17230,17230,17225,17230,297562100
2024111200:09:59,17235,17250,17230,17250,316296000
2024111200:10:00,17250,17250,17240,17240,106267360
2024111200:10:01,17245,17245,17215,17225,529617075
2024111200:10:02,17215,17215,17180,17185,278843810
2024111200:10:03,17185,17190,17180,17190,133531920
2024111200:10:04,17190,17200,17185,17195,153568545
2024111200:10:05,17195,17245,17190,17245,242050820
2024111200:10:06,17225,17245,17225,17240,113611600
2024111200:10:07,17240,17250,17240,17245,169018245
2024111200:10:08,17245,17250,17245,17250,217574250
2024111200:10:09,17250,17335,17245,17335,600432395
2024111200:10:10,17335,17390,17335,17390,185986050
2024111200:10:11,17395,17400,17380,17400,872383800
2024111200:10:12,17405,17530,17405,17530,746304690
2024111200:10:13,17525,17580,17520,17580,371008320
2024111200:10:14,17585,17595,17555,17575,695829400
2024111200:10:15,17580,17580,17570,17575,608481650
2024111200:10:16,17575,17660,17570,17660,325932960
2024111200:10:17,17655,17660,17630,17650,434437100
2024111200:10:18,17645,17775,17645,17750,330380750
2024111200:10:19,17770,17825,17770,17825,253667575
2024111200:10:20,17825,17855,17820,17855,690845660
2024111200:10:21,17855,17880,17855,17880,347515680
2024111200:10:22,17880,17880,17850,17850,774136650
2024111200:10:23,17845,17850,17820,17840,326400640
2024111200:10:24,17840,17840,17805,17810,641836780
2024111200:10:25,17805,17805,17655,17655,795092925
2024111200:10:26,17685,17685,17580,17580,194522700
20241112102538,7274574,6619236,4391004,3276851,26414761448020
20241112102639,16950,17880,16655,17545,34818526215
20241112102742,16950,17880,16655,17555,35443825880
20241112102843,16950,17880,16655,17750,36216035000
